year,line,direction,station_name,station_id,day_type,time,congestion
2020,6,상선,응암,2611,평일,5:30,11.8
2020,6,하선,응암,2611,평일,5:30,22.6
2020,6,상선,역촌,2612,평일,5:30,0.0
2020,6,하선,역촌,2612,평일,5:30,9.3
2020,6,상선,불광,2613,평일,5:30,0.0
2020,6,하선,불광,2613,평일,5:30,4.1
2020,6,상선,독바위,2614,평일,5:30,0.0
2020,6,하선,독바위,2614,평일,5:30,4.8
2020,6,상선,연신내,2615,평일,5:30,0.0
2020,6,하선,연신내,2615,평일,5:30,12.8
2020,6,상선,구산,2616,평일,5:30,0.0
2020,6,하선,구산,2616,평일,5:30,17.5
2020,6,상선,새절,2617,평일,5:30,7.8
2020,6,하선,새절,2617,평일,5:30,25.1
2020,6,상선,증산,2618,평일,5:30,7.0
2020,6,하선,증산,2618,평일,5:30,30.5
2020,6,상선,디지털미디어시티,2619,평일,5:30,6.3
2020,6,하선,디지털미디어시티,2619,평일,5:30,26.8
2020,6,상선,월드컵경기장,2620,평일,5:30,8.2
2020,6,하선,월드컵경기장,2620,평일,5:30,24.6
2020,6,상선,마포구청,2621,평일,5:30,8.2
2020,6,하선,마포구청,2621,평일,5:30,30.4
2020,6,상선,망원,2622,평일,5:30,8.0
2020,6,하선,망원,2622,평일,5:30,33.6
2020,6,상선,합정,2623,평일,5:30,7.1
2020,6,하선,합정,2623,평일,5:30,18.7
2020,6,상선,상수,2624,평일,5:30,5.1
2020,6,하선,상수,2624,평일,5:30,19.1
2020,6,상선,광흥창,2625,평일,5:30,4.5
2020,6,하선,광흥창,2625,평일,5:30,17.6
2020,6,상선,대흥,2626,평일,5:30,4.0
2020,6,하선,대흥,2626,평일,5:30,17.8
2020,6,상선,공덕,2627,평일,5:30,4.2
2020,6,하선,공덕,2627,평일,5:30,13.9
2020,6,상선,효창공원앞,2628,평일,5:30,7.0
2020,6,하선,효창공원앞,2628,평일,5:30,12.9
2020,6,상선,삼각지,2629,평일,5:30,6.6
2020,6,하선,삼각지,2629,평일,5:30,10.4
2020,6,상선,녹사평,2630,평일,5:30,7.2
2020,6,하선,녹사평,2630,평일,5:30,10.7
2020,6,상선,이태원,2631,평일,5:30,7.0
2020,6,하선,이태원,2631,평일,5:30,12.7
2020,6,상선,한강진,2632,평일,5:30,7.7
2020,6,하선,한강진,2632,평일,5:30,8.8
2020,6,상선,버티고개,2633,평일,5:30,9.6
2020,6,하선,버티고개,2633,평일,5:30,8.7
2020,6,상선,약수,2634,평일,5:30,10.0
2020,6,하선,약수,2634,평일,5:30,5.7
2020,6,상선,청구,2635,평일,5:30,14.1
2020,6,하선,청구,2635,평일,5:30,5.6
2020,6,상선,신당,2636,평일,5:30,14.5
2020,6,하선,신당,2636,평일,5:30,9.5
