year,line,direction,station_name,station_id,day_type,time,congestion,time_float,time_normalized
2020,1,True,서울역,150,True,12시00분,34.9,12.0,0.34210526315789475
2020,1,False,서울역,150,True,12시00분,27.8,12.0,0.34210526315789475
2020,1,True,시청,151,True,12시00분,34.5,12.0,0.34210526315789475
2020,1,False,시청,151,True,12시00분,26.2,12.0,0.34210526315789475
2020,1,True,종각,152,True,12시00분,27.6,12.0,0.34210526315789475
2020,1,False,종각,152,True,12시00분,29.7,12.0,0.34210526315789475
2020,1,True,종로3가,153,True,12시00분,28.4,12.0,0.34210526315789475
2020,1,False,종로3가,153,True,12시00분,32.1,12.0,0.34210526315789475
2020,1,True,종로5가,154,True,12시00분,30.0,12.0,0.34210526315789475
2020,1,False,종로5가,154,True,12시00분,32.6,12.0,0.34210526315789475
2020,1,True,동대문,155,True,12시00분,26.8,12.0,0.34210526315789475
2020,1,False,동대문,155,True,12시00분,33.0,12.0,0.34210526315789475
2020,1,True,신설동,156,True,12시00분,24.9,12.0,0.34210526315789475
2020,1,False,신설동,156,True,12시00분,32.4,12.0,0.34210526315789475
2020,1,True,제기동,157,True,12시00분,19.9,12.0,0.34210526315789475
2020,1,False,제기동,157,True,12시00분,30.2,12.0,0.34210526315789475
2020,1,True,청량리,158,True,12시00분,15.6,12.0,0.34210526315789475
2020,1,False,청량리,158,True,12시00분,28.6,12.0,0.34210526315789475
2020,1,True,동묘앞,159,True,12시00분,27.3,12.0,0.34210526315789475
2020,1,False,동묘앞,159,True,12시00분,32.8,12.0,0.34210526315789475
2020,1,True,서울역,150,False,12시00분,71.7,12.0,0.34210526315789475
2020,1,False,서울역,150,False,12시00분,37.2,12.0,0.34210526315789475
2020,1,True,시청,151,False,12시00분,57.9,12.0,0.34210526315789475
2020,1,False,시청,151,False,12시00분,37.3,12.0,0.34210526315789475
2020,1,True,종각,152,False,12시00분,49.3,12.0,0.34210526315789475
2020,1,False,종각,152,False,12시00분,41.3,12.0,0.34210526315789475
2020,1,True,종로3가,153,False,12시00분,49.2,12.0,0.34210526315789475
