year,line,direction,station_name,station_id,day_type,time,congestion
2020,5,상선,방화,2511,평일,5:30,0.0
2020,5,하선,방화,2511,평일,5:30,2.5
2020,5,상선,개화산,2512,평일,5:30,2.1
2020,5,하선,개화산,2512,평일,5:30,4.5
2020,5,상선,김포공항,2513,평일,5:30,3.6
2020,5,하선,김포공항,2513,평일,5:30,3.3
2020,5,상선,송정,2514,평일,5:30,17.0
2020,5,하선,송정,2514,평일,5:30,5.5
2020,5,상선,마곡,2515,평일,5:30,18.8
2020,5,하선,마곡,2515,평일,5:30,6.7
2020,5,상선,발산,2516,평일,5:30,22.0
2020,5,하선,발산,2516,평일,5:30,8.1
2020,5,상선,우장산,2517,평일,5:30,25.4
2020,5,하선,우장산,2517,평일,5:30,11.4
2020,5,상선,화곡,2518,평일,5:30,24.4
2020,5,하선,화곡,2518,평일,5:30,16.0
2020,5,상선,까치산,2519,평일,5:30,18.6
2020,5,하선,까치산,2519,평일,5:30,19.5
2020,5,상선,신정,2520,평일,5:30,14.6
2020,5,하선,신정,2520,평일,5:30,25.7
2020,5,상선,목동,2521,평일,5:30,11.7
2020,5,하선,목동,2521,평일,5:30,28.8
2020,5,상선,오목교,2522,평일,5:30,10.1
2020,5,하선,오목교,2522,평일,5:30,30.3
2020,5,상선,양평,2523,평일,5:30,9.6
2020,5,하선,양평,2523,평일,5:30,33.6
2020,5,상선,영등포구청,2524,평일,5:30,9.7
2020,5,하선,영등포구청,2524,평일,5:30,25.4
2020,5,상선,영등포시장,2525,평일,5:30,7.5
2020,5,하선,영등포시장,2525,평일,5:30,25.7
2020,5,상선,신길,2526,평일,5:30,6.8
2020,5,하선,신길,2526,평일,5:30,28.8
2020,5,상선,여의도,2527,평일,5:30,9.1
2020,5,하선,여의도,2527,평일,5:30,24.1
2020,5,상선,여의나루,2528,평일,5:30,10.0
2020,5,하선,여의나루,2528,평일,5:30,23.5
2020,5,상선,마포,2529,평일,5:30,10.5
2020,5,하선,마포,2529,평일,5:30,22.7
2020,5,상선,공덕,2530,평일,5:30,9.6
2020,5,하선,공덕,2530,평일,5:30,21.8
2020,5,상선,애오개,2531,평일,5:30,10.7
2020,5,하선,애오개,2531,평일,5:30,16.2
2020,5,상선,충정로,2532,평일,5:30,9.6
2020,5,하선,충정로,2532,평일,5:30,16.3
2020,5,상선,서대문,2533,평일,5:30,9.1
2020,5,하선,서대문,2533,평일,5:30,17.0
2020,5,상선,광화문,2534,평일,5:30,8.5
2020,5,하선,광화문,2534,평일,5:30,15.5
2020,5,상선,종로3가,2535,평일,5:30,9.0
2020,5,하선,종로3가,2535,평일,5:30,6.4
2020,5,상선,을지로4가,2536,평일,5:30,12.2
2020,5,하선,을지로4가,2536,평일,5:30,6.3
2020,5,상선,동대문역사문화공원,2537,평일,5:30,12.6
2020,5,하선,동대문역사문화공원,2537,평일,5:30,9.6
2020,5,상선,청구,2538,평일,5:30,11.6
2020,5,하선,청구,2538,평일,5:30,14.3
2020,5,상선,신금호,2539,평일,5:30,15.7
2020,5,하선,신금호,2539,평일,5:30,16.4
2020,5,상선,행당,2540,평일,5:30,14.7
2020,5,하선,행당,2540,평일,5:30,19.6
2020,5,상선,왕십리,2541,평일,5:30,18.2
2020,5,하선,왕십리,2541,평일,5:30,14.3
2020,5,상선,마장,2542,평일,5:30,23.8
2020,5,하선,마장,2542,평일,5:30,9.7
2020,5,상선,답십리,2543,평일,5:30,21.5
2020,5,하선,답십리,2543,평일,5:30,17.0
2020,5,상선,장한평,2544,평일,5:30,19.2
2020,5,하선,장한평,2544,평일,5:30,21.8
2020,5,상선,군자,2545,평일,5:30,23.8
2020,5,하선,군자,2545,평일,5:30,20.0
2020,5,상선,아차산,2546,평일,5:30,24.8
2020,5,하선,아차산,2546,평일,5:30,22.0
2020,5,상선,광나루,2547,평일,5:30,21.6
2020,5,하선,광나루,2547,평일,5:30,23.5
2020,5,상선,천호,2548,평일,5:30,18.6
2020,5,하선,천호,2548,평일,5:30,19.2
